relative_path,file_name,file_type,file_size_bytes,file_size_kb,file_size_mb,last_modified,days_since_mod,age_days,depth,top_level_folder,production_vs_debug,suggested_action,suggested_target,confidence,reason
outputs\surf_scan\ad_hoc\SS_LIGHT_7d_6OX450GTO_M025_PST_6OX450GTO_SAAA_M025_PST_20260514_151206_METRICS.csv,SS_LIGHT_7d_6OX450GTO_M025_PST_6OX450GTO_SAAA_M025_PST_20260514_151206_METRICS.csv,.csv,649,0.63,0.001,2026-05-14 22:12:07,54.0,54.0,3,outputs,PRODUCTION,archive,archive\outputs,Medium,generated output or manifest
outputs\surf_scan\ad_hoc\SS_LIGHT_7d_6OX450GTO_M025_PST_6OX450GTO_SAAA_M025_PST_20260514_151206_SUMMARY.json,SS_LIGHT_7d_6OX450GTO_M025_PST_6OX450GTO_SAAA_M025_PST_20260514_151206_SUMMARY.json,.json,959,0.94,0.001,2026-05-14 22:12:07,54.0,54.0,3,outputs,PRODUCTION,archive,archive\outputs,Medium,generated output or manifest
outputs\surf_scan\BACKFILL_EXTEND_TMP\SS_COORDINATES_OLDER_WINDOW.csv,SS_COORDINATES_OLDER_WINDOW.csv,.csv,11735461,11460.41,11.192,2026-04-28 23:13:26,70.0,70.0,3,outputs,PRODUCTION,archive,archive\outputs,Medium,generated output or manifest
outputs\surf_scan\BACKFILL_EXTEND_TMP\SS_EDX_OLDER_WINDOW.csv,SS_EDX_OLDER_WINDOW.csv,.csv,615742,601.31,0.587,2026-04-28 23:12:52,70.0,70.0,3,outputs,PRODUCTION,archive,archive\outputs,Medium,generated output or manifest
outputs\surf_scan\BACKFILL_EXTEND_TMP\SS_METRICS_OLDER_WINDOW.csv,SS_METRICS_OLDER_WINDOW.csv,.csv,884031,863.31,0.843,2026-04-28 23:12:56,70.0,70.0,3,outputs,PRODUCTION,archive,archive\outputs,Medium,generated output or manifest
outputs\surf_scan\ftp_debug\spectra\spectrum_txt_search_results.csv,spectrum_txt_search_results.csv,.csv,494,0.48,0.0,2026-06-30 23:49:01,7.0,7.0,4,outputs,PRODUCTION,archive,archive\outputs,Medium,generated output or manifest
outputs\surf_scan\ftp_debug\spectra\yas\data\images20\rf3pap1118x006\20260625\23\5306_7046563\D1D-D344TD1N1-062526@235306-179-0000000003I013K250678593.emsa,D1D-D344TD1N1-062526@235306-179-0000000003I013K250678593.emsa,.emsa,20780,20.29,0.02,2026-06-26 10:46:39,11.5,11.5,11,outputs,PRODUCTION,archive,archive\outputs,Medium,generated output or manifest
outputs\surf_scan\ftp_debug\spectra\yas\data\images20\rf3pap1118x006\20260625\23\5306_7046563\D1D-D344TD1N1-062526@235306-179-0000000003I014K250678593.emsa,D1D-D344TD1N1-062526@235306-179-0000000003I014K250678593.emsa,.emsa,20552,20.07,0.02,2026-06-26 10:46:39,11.5,11.5,11,outputs,PRODUCTION,archive,archive\outputs,Medium,generated output or manifest
outputs\surf_scan\INSP_SCOPE\INSP_SCOPE_CANDIDATE_COLUMNS.csv,INSP_SCOPE_CANDIDATE_COLUMNS.csv,.csv,1239,1.21,0.001,2026-04-28 22:17:49,70.0,70.0,3,outputs,PRODUCTION,archive,archive\outputs,Medium,generated output or manifest
outputs\surf_scan\INSP_SCOPE\INSP_SCOPE_COLUMNS.csv,INSP_SCOPE_COLUMNS.csv,.csv,8775,8.57,0.008,2026-04-28 22:17:49,70.0,70.0,3,outputs,PRODUCTION,archive,archive\outputs,Medium,generated output or manifest
outputs\surf_scan\INSP_SCOPE\INSP_SCOPE_DUPLICATES.csv,INSP_SCOPE_DUPLICATES.csv,.csv,179,0.17,0.0,2026-04-28 22:17:49,70.0,70.0,3,outputs,PRODUCTION,archive,archive\outputs,Medium,generated output or manifest
outputs\surf_scan\INSP_SCOPE\INSP_SCOPE_RUN_CANDIDATES.csv,INSP_SCOPE_RUN_CANDIDATES.csv,.csv,57544,56.2,0.055,2026-04-28 22:17:49,70.0,70.0,3,outputs,PRODUCTION,archive,archive\outputs,Medium,generated output or manifest
outputs\surf_scan\INSP_SCOPE\INSP_SCOPE_RUN_SUMMARY.csv,INSP_SCOPE_RUN_SUMMARY.csv,.csv,10193,9.95,0.01,2026-04-28 22:17:49,70.0,70.0,3,outputs,PRODUCTION,archive,archive\outputs,Medium,generated output or manifest
outputs\surf_scan\INSP_SCOPE\INSP_SCOPE_SAMPLE.csv,INSP_SCOPE_SAMPLE.csv,.csv,34331,33.53,0.033,2026-04-28 22:17:49,70.0,70.0,3,outputs,PRODUCTION,archive,archive\outputs,Medium,generated output or manifest
outputs\surf_scan\INSP_SCOPE\INSP_SCOPE_SUMMARY.json,INSP_SCOPE_SUMMARY.json,.json,1546,1.51,0.001,2026-04-28 22:17:49,70.0,70.0,3,outputs,PRODUCTION,archive,archive\outputs,Medium,generated output or manifest
outputs\surf_scan\SAMPLES_90D\SS_COORDINATES_EVENT_WAFER_SAMPLE_90D.csv,SS_COORDINATES_EVENT_WAFER_SAMPLE_90D.csv,.csv,23761197,23204.29,22.66,2026-04-28 23:33:58,70.0,70.0,3,outputs,PRODUCTION,archive,archive\outputs,Medium,generated output or manifest
outputs\surf_scan\SAMPLES_90D\SS_EVENT_WAFER_SAMPLE_90D_SUMMARY.json,SS_EVENT_WAFER_SAMPLE_90D_SUMMARY.json,.json,645,0.63,0.001,2026-04-28 23:33:58,70.0,70.0,3,outputs,PRODUCTION,archive,archive\outputs,Medium,generated output or manifest
outputs\surf_scan\SAMPLES_90D\SS_METRICS_EVENT_WAFER_SAMPLE_90D.csv,SS_METRICS_EVENT_WAFER_SAMPLE_90D.csv,.csv,424830,414.87,0.405,2026-04-28 23:33:13,70.0,70.0,3,outputs,PRODUCTION,archive,archive\outputs,Medium,generated output or manifest
outputs\surf_scan\SS_COORDINATES.csv,SS_COORDINATES.csv,.csv,73288755,71571.05,69.894,2026-07-07 13:57:37,0.4,0.4,2,outputs,PRODUCTION,archive,archive\outputs,Medium,generated output or manifest
outputs\surf_scan\SS_EDX.csv,SS_EDX.csv,.csv,42941,41.93,0.041,2026-07-07 13:56:33,0.4,0.4,2,outputs,PRODUCTION,archive,archive\outputs,Medium,generated output or manifest
outputs\surf_scan\SS_EDX_IMAGES.csv,SS_EDX_IMAGES.csv,.csv,4990870,4873.9,4.76,2026-07-07 13:59:25,0.4,0.4,2,outputs,PRODUCTION,archive,archive\outputs,Medium,generated output or manifest
outputs\surf_scan\SS_EDX_STACKED.csv,SS_EDX_STACKED.csv,.csv,9399234,9178.94,8.964,2026-07-07 13:57:45,0.4,0.4,2,outputs,PRODUCTION,archive,archive\outputs,Medium,generated output or manifest
outputs\surf_scan\SS_EDX_STACKED_Y.csv,SS_EDX_STACKED_Y.csv,.csv,194255,189.7,0.185,2026-07-07 13:57:45,0.4,0.4,2,outputs,PRODUCTION,archive,archive\outputs,Medium,generated output or manifest
outputs\surf_scan\SS_ELWC_STAGE_PM_FULL.csv,SS_ELWC_STAGE_PM_FULL.csv,.csv,46421,45.33,0.044,2026-07-07 13:57:11,0.4,0.4,2,outputs,PRODUCTION,archive,archive\outputs,Medium,generated output or manifest
outputs\surf_scan\SS_METRICS.csv,SS_METRICS.csv,.csv,1733230,1692.61,1.653,2026-07-07 13:57:11,0.4,0.4,2,outputs,PRODUCTION,archive,archive\outputs,Medium,generated output or manifest
outputs\surf_scan\SS_METRICS_ELWC_PM_STAGE_FULL.csv,SS_METRICS_ELWC_PM_STAGE_FULL.csv,.csv,47095,45.99,0.045,2026-07-07 13:57:11,0.4,0.4,2,outputs,PRODUCTION,archive,archive\outputs,Medium,generated output or manifest
outputs\surf_scan\SS_METRICS_reparsed.csv,SS_METRICS_reparsed.csv,.csv,1443294,1409.47,1.376,2026-05-05 23:59:12,63.0,63.0,2,outputs,PRODUCTION,archive,archive\outputs,Medium,generated output or manifest
outputs\surf_scan\SS_ZEROS\SS_ZERO_fraction_by_event_entity_7day.csv,SS_ZERO_fraction_by_event_entity_7day.csv,.csv,206710,201.87,0.197,2026-07-07 13:57:45,0.4,0.4,3,outputs,PRODUCTION,archive,archive\outputs,Medium,generated output or manifest
outputs\surf_scan\SS_ZEROS\SS_ZERO_fraction_by_event_entity_7day_wide.csv,SS_ZERO_fraction_by_event_entity_7day_wide.csv,.csv,88223,86.16,0.084,2026-07-07 13:57:45,0.4,0.4,3,outputs,PRODUCTION,archive,archive\outputs,Medium,generated output or manifest
outputs\wafer\8M5CL_8M6CL_EXTENDED.csv,8M5CL_8M6CL_EXTENDED.csv,.csv,5383405,5257.23,5.134,2026-07-07 16:29:47,0.3,0.3,2,outputs,PRODUCTION,archive,archive\outputs,Medium,generated output or manifest
outputs\wafer\8M5CL_8M6CL_EXTENDED_60DAY.csv,8M5CL_8M6CL_EXTENDED_60DAY.csv,.csv,504782,492.95,0.481,2026-07-07 16:30:51,0.3,0.3,2,outputs,PRODUCTION,archive,archive\outputs,Medium,generated output or manifest
outputs\wafer\8M5CL_8M6CL_EXTENDED_60DAY_BOST_ENRICHED.csv,8M5CL_8M6CL_EXTENDED_60DAY_BOST_ENRICHED.csv,.csv,1027169,1003.09,0.98,2026-06-03 04:10:06,34.8,34.8,2,outputs,PRODUCTION,archive,archive\outputs,Medium,generated output or manifest
